id,authors,original_publication_year,title,mood_tag
355,Kristin Cashore,2008.0,"Graceling (Graceling Realm, #1)",thoughtful
356,"Lemony Snicket, Brett Helquist",1999.0,"The Bad Beginning (A Series of Unfortunate Events, #1)",thoughtful
357,"Erich Maria Remarque, A.W. Wheen",1929.0,All Quiet on the Western Front,thoughtful
358,Dr. Seuss,1990.0,"Oh, The Places You'll Go!",thoughtful
359,Khaled Hosseini,2012.0,And the Mountains Echoed,thoughtful
360,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,thoughtful
361,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,thoughtful
362,C.S. Lewis,1942.0,The Screwtape Letters,thoughtful
363,Stephanie Perkins,2010.0,"Anna and the French Kiss (Anna and the French Kiss, #1)",romantic
364,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,thoughtful
365,"Alan Moore, David   Lloyd",1990.0,V for Vendetta,thoughtful
366,David McCullough,2001.0,John Adams,thoughtful
367,Dean Koontz,2003.0,"Odd Thomas (Odd Thomas, #1)",thoughtful
368,Philip Pullman,1997.0,"The Subtle Knife (His Dark Materials, #2)",thoughtful
369,Jerry Spinelli,2000.0,"Stargirl (Stargirl, #1)",thoughtful
370,Rick Riordan,2010.0,"The Red Pyramid (Kane Chronicles, #1)",thoughtful
371,Robert A. Heinlein,1961.0,Stranger in a Strange Land,thoughtful
372,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,poignant
373,"Roald Dahl, Quentin Blake",1982.0,The BFG,thoughtful
374,Bill Bryson,2003.0,A Short History of Nearly Everything,thoughtful
375,Jack London,1903.0,The Call of the Wild,thoughtful
376,James Dashner,2011.0,"The Death Cure (Maze Runner, #3)",poignant
377,Neil Gaiman,1999.0,Stardust,thoughtful
378,Jhumpa Lahiri,2003.0,The Namesake,thoughtful
379,Deborah Harkness,2011.0,"A Discovery of Witches (All Souls Trilogy, #1)",magical
380,"Haruki Murakami, Jay Rubin",1987.0,Norwegian Wood,thoughtful
381,Billie Letts,1995.0,Where the Heart Is,romantic
382,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson",thoughtful
383,James Frey,2003.0,A Million Little Pieces,thoughtful
384,Richelle Mead,2008.0,"Frostbite (Vampire Academy, #2)",dark
385,Susan Cain,2012.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,thoughtful
386,Scott O'Dell,1960.0,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",adventurous
387,"Arthur Miller, Christopher Bigsby",1953.0,The Crucible,thoughtful
388,Gary Paulsen,1986.0,"Hatchet (Brian's Saga, #1)",thoughtful
389,Brandon Sanderson,2006.0,"The Final Empire (Mistborn, #1)",thoughtful
390,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde,mysterious
391,Dr. Seuss,1971.0,The Lorax,thoughtful
392,Jeff Kinney,2004.0,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",poignant
393,Sarah J. Maas,2012.0,"Throne of Glass (Throne of Glass, #1)",thoughtful
394,Richelle Mead,2008.0,"Shadow Kiss (Vampire Academy, #3)",romantic
395,Ernest Hemingway,1940.0,For Whom the Bell Tolls,thoughtful
396,Jamie Ford,2009.0,Hotel on the Corner of Bitter and Sweet,thoughtful
397,"Patrick SÃ¼skind, John E. Woods",1985.0,Perfume: The Story of a Murderer,thoughtful
398,Eric Schlosser,2001.0,Fast Food Nation: The Dark Side of the All-American Meal,thoughtful
399,J.K. Rowling,2007.0,The Tales of Beedle the Bard,magical
400,William Gibson,1984.0,Neuromancer,romantic
401,Ernest Hemingway,1929.0,A Farewell to Arms,thoughtful
402,Edgar Allan Poe,1843.0,The Tell-Tale Heart and Other Writings,romantic
403,"Sun Tzu, Thomas Cleary",-500.0,The Art of War,tense
404,William Landay,2012.0,Defending Jacob,thoughtful
405,Kurt Vonnegut Jr.,1973.0,Breakfast of Champions,thoughtful
406,Betty Edwards,1979.0,The New Drawing on the Right Side of the Brain,tense
407,Ann Patchett,2001.0,Bel Canto,thoughtful
408,Jared Diamond,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies",thoughtful
409,Fannie Flagg,1987.0,Fried Green Tomatoes at the Whistle Stop Cafe,thoughtful
410,Chinua Achebe,1958.0,"Things Fall Apart (The African Trilogy, #1)",thoughtful
411,Sophie Kinsella,2005.0,The Undomestic Goddess,thoughtful
412,Gary Chapman,1990.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,romantic
413,Alexandre Dumas,1844.0,The Three Musketeers,thoughtful
414,Chris Cleave,2008.0,Little Bee,thoughtful
415,Alyson Noel,2009.0,"Evermore (The Immortals, #1)",thoughtful
416,"Roald Dahl, Quentin Blake",1983.0,The Witches,magical
417,Diane Setterfield,2006.0,The Thirteenth Tale,thoughtful
418,Richelle Mead,2010.0,"Spirit Bound (Vampire Academy, #5)",dark
419,Richelle Mead,2009.0,"Blood Promise (Vampire Academy, #4)",dark
420,Nicholas Sparks,1998.0,Message in a Bottle,romantic
421,Paula McLain,2011.0,The Paris Wife,thoughtful
422,J.K. Rowling,1998.0,"Harry Potter Boxset (Harry Potter, #1-7)",magical
423,Kiera Cass,2013.0,"The Elite (The Selection, #2)",thoughtful
424,"Umberto Eco, William Weaver, SeÃ¡n Barrett",1980.0,The Name of the Rose,thoughtful
425,"Beatrice Sparks, Anonymous",1971.0,Go Ask Alice,thoughtful
426,"John Kennedy Toole, Walker Percy",1980.0,A Confederacy of Dunces,thoughtful
427,Oscar Wilde,1895.0,The Importance of Being Earnest,thoughtful
428,Rick Riordan,2012.0,"The Mark of Athena (The Heroes of Olympus, #3)",thoughtful
429,Terry Pratchett,1983.0,"The Color of Magic (Discworld, #1; Rincewind #1)",magical
430,"Haruki Murakami, Philip Gabriel",2002.0,Kafka on the Shore,thoughtful
431,Thomas Harris,1981.0,"Red Dragon (Hannibal Lecter, #1)",adventurous
432,Isaac Asimov,1950.0,"I, Robot (Robot #0.1)",thoughtful
433,J.R. Ward,2005.0,"Dark Lover (Black Dagger Brotherhood, #1)",romantic
434,Becca Fitzpatrick,2010.0,"Crescendo (Hush, Hush, #2)",thoughtful
435,Lauren Oliver,2010.0,Before I Fall,thoughtful
436,Arundhati Roy,1997.0,The God of Small Things,thoughtful
437,Sue Monk Kidd,2014.0,The Invention of Wings,thoughtful
438,Liane Moriarty,2009.0,What Alice Forgot,thoughtful
439,"Stephen Hawking, Cao Chi, Pháº¡m VÄƒn Thiá»u",1987.0,A Brief History of Time,thoughtful
440,Ken Follett,2010.0,"Fall of Giants (The Century Trilogy, #1)",thoughtful
441,Stephen King,2009.0,Under the Dome,dark
442,Neal Stephenson,1992.0,Snow Crash,thoughtful
443,Sarah Dessen,2006.0,Just Listen,thoughtful
444,"A.A. Milne, Ernest H. Shepard",1926.0,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",thoughtful
445,S.J. Watson,2011.0,Before I Go to Sleep,thoughtful
446,Arthur Conan Doyle,1887.0,A Study in Scarlet,thoughtful
447,Christopher Paolini,2008.0,"Brisingr (The Inheritance Cycle, #3)",thoughtful
448,Rick Warren,2002.0,The Purpose Driven Life: What on Earth Am I Here for?,tense
449,"P.C. Cast, Kristin Cast",2007.0,"Betrayed (House of Night, #2)",dark
450,Jim Butcher,2000.0,"Storm Front (The Dresden Files, #1)",thoughtful
451,"Jane Austen, Alfred MacAdam",1817.0,Northanger Abbey,thoughtful
452,Rick Yancey,2013.0,"The 5th Wave (The 5th Wave, #1)",thoughtful
453,Charles Frazier,1997.0,Cold Mountain,nostalgic
454,"Laura Joffe Numeroff, Felicia Bond",1985.0,If You Give a Mouse a Cookie,thoughtful
455,Emily Giffin,2005.0,"Something Blue (Darcy & Rachel, #2)",thoughtful
456,Tennessee Williams,1947.0,A Streetcar Named Desire,thoughtful
457,Elizabeth Kostova,2005.0,The Historian,thoughtful
458,Emily St. John Mandel,2014.0,Station Eleven,thoughtful
459,"Fredrik Backman, Henning Koch",2012.0,A Man Called Ove,thoughtful
460,Cassandra Clare,2013.0,"Clockwork Princess (The Infernal Devices, #3)",thoughtful
461,Pearl S. Buck,1931.0,"The Good Earth (House of Earth, #1)",thoughtful
462,John Berger,1972.0,Ways of Seeing,thoughtful
463,Diana Gabaldon,1992.0,"Dragonfly in Amber (Outlander, #2)",adventurous
464,Anonymous,1611.0,Holy Bible: King James Version,thoughtful
465,Jennifer Weiner,2002.0,In Her Shoes,thoughtful
466,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0,The Hobbit: Graphic Novel,adventurous
467,Junot DÃ­az,2007.0,The Brief Wondrous Life of Oscar Wao,poignant
468,Zora Neale Hurston,1937.0,Their Eyes Were Watching God,thoughtful
469,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,Fantastic Beasts and Where to Find Them,magical
470,"Malala Yousafzai, Christina Lamb",2012.0,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,thoughtful
471,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0,Mansfield Park,thoughtful
472,Viktor E. Frankl,1946.0,Man's Search for Meaning,thoughtful
473,Tana French,2007.0,"In the Woods (Dublin Murder Squad, #1)",thoughtful
474,Richard Dawkins,2006.0,The God Delusion,thoughtful
475,Gayle Forman,2011.0,"Where She Went (If I Stay, #2)",thoughtful
476,John Irving,1978.0,The World According to Garp,thoughtful
477,Lee Child,1997.0,"Killing Floor (Jack Reacher, #1)",thoughtful
478,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719.0,Robinson Crusoe,thoughtful
479,"NiccolÃ² Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513.0,The Prince,thoughtful
480,Philip Pullman,2000.0,"The Amber Spyglass (His Dark Materials, #3)",thoughtful
481,Terry Goodkind,1994.0,"Wizard's First Rule (Sword of Truth, #1)",adventurous
482,Kathleen Grissom,2010.0,The Kitchen House,thoughtful
483,J.D. Salinger,1961.0,Franny and Zooey,thoughtful
484,Chuck Palahniuk,2001.0,Choke,thoughtful
485,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880.0,The Brothers Karamazov,thoughtful
486,Jeanne DuPrau,2003.0,"The City of Ember (Book of Ember, #1)",thoughtful
487,Michael Crichton,1969.0,The Andromeda Strain,thoughtful
488,Stephen King,1996.0,The Green Mile,dark
489,Kahlil Gibran,1923.0,The Prophet,thoughtful
490,Art Spiegelman,1985.0,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",poignant
491,"P.C. Cast, Kristin Cast",2008.0,"Untamed (House of Night, #4)",dark
492,Orson Scott Card,1986.0,"Speaker for the Dead (Ender's Saga, #2)",thoughtful
493,C.S. Lewis,1952.0,Mere Christianity,thoughtful
494,Donna Tartt,1992.0,The Secret History,mysterious
495,Dave Eggers,2000.0,A Heartbreaking Work of Staggering Genius,romantic
496,Jean M. Auel,1980.0,"The Clan of the Cave Bear (Earth's Children, #1)",thoughtful
497,Anna Sewell,1877.0,Black Beauty,thoughtful
498,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869.0,War and Peace,tense
499,Bret Easton Ellis,1991.0,American Psycho,thoughtful
500,Meg Cabot,2000.0,"The Princess Diaries (The Princess Diaries, #1)",thoughtful
501,Alexander McCall Smith,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",mysterious
502,"Robert Kirkman, Tony Moore",2004.0,"The Walking Dead, Vol. 01: Days Gone Bye",thoughtful
503,Arthur C. Clarke,1968.0,"2001: A Space Odyssey (Space Odyssey, #1)",thoughtful
504,Francine Rivers,1991.0,Redeeming Love,romantic
505,"Tim LaHaye, Jerry B. Jenkins",1995.0,"Left Behind (Left Behind, #1)",thoughtful
506,Kiera Cass,2014.0,"The One (The Selection, #3)",thoughtful
507,Suzanne Collins,2010.0,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",tense
508,Barbara Ehrenreich,2001.0,Nickel and Dimed: On (Not) Getting By in America,thoughtful
509,Sophie Kinsella,2008.0,Remember Me?,thoughtful
510,Robert Jordan,1990.0,"The Great Hunt (Wheel of Time, #2)",thoughtful
511,Patricia Cornwell,1990.0,"Postmortem (Kay Scarpetta, #1)",thoughtful
512,Edgar Allan Poe,1849.0,The Complete Stories and Poems,thoughtful
513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971.0,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,thoughtful
514,Arthur Conan Doyle,1892.0,The Adventures of Sherlock Holmes,adventurous
515,Pat Conroy,1986.0,The Prince of Tides,thoughtful
516,Michael Chabon,2000.0,The Amazing Adventures of Kavalier & Clay,adventurous
517,Simone Elkeles,2008.0,"Perfect Chemistry (Perfect Chemistry, #1)",thoughtful
518,"J.M. Barrie, Michael Hague",1904.0,Peter Pan,thoughtful
519,Scott Westerfeld,2005.0,"Pretties (Uglies, #2)",thoughtful
520,"Haruki Murakami, Jay Rubin",1994.0,The Wind-Up Bird Chronicle,thoughtful
521,Michael Connelly,2005.0,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",thoughtful
522,David Mitchell,2004.0,Cloud Atlas,thoughtful
523,Tim O'Brien,1990.0,The Things They Carried,thoughtful
524,Banksy,1988.0,Wall and Piece,thoughtful
525,Lauren Oliver,2012.0,"Pandemonium (Delirium, #2)",dark
526,Jeff Lindsay,2004.0,"Darkly Dreaming Dexter (Dexter, #1)",thoughtful
527,Charlaine Harris,2002.0,"Living Dead in Dallas (Sookie Stackhouse, #2)",thoughtful
528,Robert Jordan,1991.0,"The Dragon Reborn (Wheel of Time, #3)",adventurous
529,"Jonathan Swift, Robert DeMaria Jr.",1726.0,Gulliver's Travels,thoughtful
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598.0,Much Ado About Nothing,nostalgic
531,"Unknown, Seamus Heaney",975.0,Beowulf,thoughtful
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987.0,Batman: Year One,thoughtful
533,Harper Lee,2015.0,Go Set a Watchman,thoughtful
534,David Sedaris,2008.0,When You Are Engulfed in Flames,thoughtful
535,Laini Taylor,2011.0,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",thoughtful
536,Victoria Aveyard,2015.0,"Red Queen (Red Queen, #1)",thoughtful
537,Charles Duhigg,2011.0,The Power of Habit: Why We Do What We Do in Life and Business,poignant
538,John Berendt,1994.0,Midnight in the Garden of Good and Evil,dark
539,Colleen Hoover,2012.0,"Hopeless (Hopeless, #1)",thoughtful
540,"Frances Hodgson Burnett, Nancy Bond",1905.0,A Little Princess,thoughtful
541,Sarah Dessen,2004.0,The Truth About Forever,thoughtful
542,C.S. Lewis,1954.0,"The Horse and His Boy (Chronicles of Narnia, #5)",thoughtful
543,Richelle Mead,2010.0,"Last Sacrifice (Vampire Academy, #6)",dark
544,"Laura Ingalls Wilder, Garth Williams",1935.0,"Little House on the Prairie (Little House, #2)",thoughtful
545,"Margery Williams Bianco, William   Nicholson",1922.0,The Velveteen Rabbit,thoughtful
546,Robert M. Pirsig,1974.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,thoughtful
547,"H.G. Wells, Arthur C. Clarke",1897.0,The War of the Worlds,tense
548,Sara Shepard,2006.0,"Pretty Little Liars (Pretty Little Liars, #1)",thoughtful
549,Don Freeman,1948.0,Corduroy,thoughtful
550,Michael Pollan,2006.0,The Omnivore's Dilemma: A Natural History of Four Meals,thoughtful
551,Kate Atkinson,2013.0,Life After Life,poignant
552,Nicholas Sparks,2000.0,The Rescue,romantic
553,Stephen King,1991.0,Needful Things,dark
554,Diana Gabaldon,1993.0,"Voyager (Outlander, #3)",thoughtful
555,"Kenneth Branagh, William Shakespeare",1996.0,"Hamlet: Screenplay, Introduction And Film Diary",poignant
556,Stephen King,1981.0,Cujo,dark
557,Jeffrey Eugenides,1993.0,The Virgin Suicides,thoughtful
558,Charlaine Harris,2004.0,"Dead to the World (Sookie Stackhouse, #4)",thoughtful
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891.0,Tess of the D'Urbervilles,thoughtful
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856.0,Madame Bovary,thoughtful
561,"Norton Juster, Jules Feiffer",1961.0,The Phantom Tollbooth,thoughtful
562,Brandon Sanderson,2010.0,"The Way of Kings (The Stormlight Archive, #1)",thoughtful
563,Charlaine Harris,2003.0,"Club Dead (Sookie Stackhouse, #3)",thoughtful
564,Ned Vizzini,2006.0,It's Kind of a Funny Story,thoughtful
565,Brandon Sanderson,2007.0,"The Well of Ascension (Mistborn, #2)",thoughtful
566,Jojo Moyes,2015.0,"After You (Me Before You, #2)",thoughtful
567,Vanessa Diffenbaugh,2011.0,The Language of Flowers,thoughtful
568,"Frank Miller, Klaus Janson, Lynn Varley",1986.0,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",dark
569,James Patterson,2005.0,"The Angel Experiment (Maximum Ride, #1)",thoughtful
570,Nick Hornby,1995.0,High Fidelity,thoughtful
571,Nicholas Sparks,2003.0,The Guardian,romantic
572,Margaret Atwood,2003.0,"Oryx and Crake (MaddAddam, #1)",thoughtful
573,John Gray,1998.0,"Men Are from Mars, Women Are from Venus",thoughtful
574,Anthony Bourdain,2000.0,Kitchen Confidential: Adventures in the Culinary Underbelly,adventurous
575,Michael Crichton,1999.0,Timeline,thoughtful
576,Voltaire,1759.0,Candide,thoughtful
577,Natalie Babbitt,1975.0,Tuck Everlasting,thoughtful
578,"Stephen King, Marie Milpois",1983.0,Christine,dark
579,P.D. Eastman,1960.0,Are You My Mother?,poignant
580,E.H. Gombrich,1950.0,The Story of Art,thoughtful
581,Marissa Meyer,2013.0,"Scarlet (The Lunar Chronicles, #2)",thoughtful
582,Robert T. Kiyosaki,1997.0,"Rich Dad, Poor Dad",thoughtful
583,Becca Fitzpatrick,2011.0,"Silence (Hush, Hush, #3)",thoughtful
584,Lev Grossman,2009.0,The Magicians (The Magicians #1),magical
585,"Tsugumi Ohba, Takeshi Obata",2004.0,"Death Note, Vol. 1: Boredom (Death Note, #1)",poignant
586,Libba Bray,2003.0,"A Great and Terrible Beauty (Gemma Doyle, #1)",thoughtful
587,Jonathan Safran Foer,2002.0,Everything Is Illuminated,thoughtful
588,Robert Ludlum,1986.0,"The Bourne Supremacy (Jason Bourne, #2)",thoughtful
589,Tammara Webber,2012.0,"Easy (Contours of the Heart, #1)",romantic
590,"Charles Dickens, Jeremy Tambling",1849.0,David Copperfield,thoughtful
591,"Sherman Alexie, Ellen Forney",2007.0,The Absolutely True Diary of a Part-Time Indian,poignant
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967.0,The Master and Margarita,thoughtful
593,Ursula K. Le Guin,1968.0,"A Wizard of Earthsea (Earthsea Cycle, #1)",magical
594,"Kate DiCamillo, Chris Sheban",2000.0,Because of Winn-Dixie,thoughtful
595,John Knowles,1959.0,A Separate Peace,thoughtful
596,John Grisham,1995.0,The Rainmaker,thoughtful
597,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",1605.0,Don Quixote,thoughtful
598,Robin Hobb,1995.0,"Assassin's Apprentice (Farseer Trilogy, #1)",tense
599,Douglas Adams,1980.0,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",thoughtful
600,Lauren Kate,2010.0,"Torment (Fallen, #2)",thoughtful
601,Beatrix Potter,1901.0,The Tale of Peter Rabbit,thoughtful
602,"C.S. Lewis, Pauline Baynes",1953.0,"The Silver Chair (Chronicles of Narnia, #4)",thoughtful
603,Brandon Sanderson,2008.0,"The Hero of Ages (Mistborn, #3)",thoughtful
604,Susanna Kaysen,1993.0,"Girl, Interrupted",thoughtful
605,Chelsea Handler,2007.0,"Are You There, Vodka? It's Me, Chelsea",thoughtful
606,"Richard Bach, Russell Munson",1970.0,Jonathan Livingston Seagull,thoughtful
607,Cassandra Clare,2014.0,"City of Heavenly Fire (The Mortal Instruments, #6)",thoughtful
608,"Robert Munsch, Sheila McGraw",1986.0,Love You Forever,romantic
609,Stephen King,2006.0,Cell,dark
610,Daniel James Brown,2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,adventurous
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977.0,The Silmarillion (Middle-Earth Universe),adventurous
612,Stephen King,1987.0,"The Drawing of the Three (The Dark Tower, #2)",dark
613,Kate Morton,2008.0,The Forgotten Garden,thoughtful
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925.0,The Trial,thoughtful
615,Sarah Dessen,2002.0,This Lullaby,thoughtful
616,Jodi Picoult,2000.0,Plain Truth,thoughtful
617,Piper Kerman,2010.0,Orange Is the New Black,thoughtful
618,"Arthur Conan Doyle, Anne Perry",1902.0,The Hound of the Baskervilles,thoughtful
619,Daniel Kahneman,2011.0,"Thinking, Fast and Slow",thoughtful
620,Marion Zimmer Bradley,1982.0,"The Mists of Avalon (Avalon, #1)",thoughtful
621,Judy Blume,1970.0,"Are You There God? It's Me, Margaret",thoughtful
622,Nicholas Sparks,2002.0,Nights in Rodanthe,romantic
623,Stephen King,2014.0,"Mr. Mercedes (Bill Hodges Trilogy, #1)",dark
624,Charlaine Harris,2007.0,"All Together Dead (Sookie Stackhouse, #7)",thoughtful
625,Chris Bohjalian,1997.0,Midwives,thoughtful
626,Chris Van Allsburg,1985.0,The Polar Express,thoughtful
627,"Jon Scieszka, Lane Smith",1989.0,The True Story of the 3 Little Pigs,thoughtful
628,Tom Clancy,1987.0,"Patriot Games (Jack Ryan Universe, #2)",tense
629,"Paulo Coelho, Margaret Jull Costa",1998.0,Veronika Decides to Die,thoughtful
630,"Sheryl Sandberg, Nell Scovell",2013.0,"Lean In: Women, Work, and the Will to Lead",thoughtful
